# 简名 → 完整包路径对照表（写 import 时查这个）
# 共 9331 个简名，同名类用 | 分隔

AABB	net.minecraft.world.phys.AABB
TypedEntityData$1	net.minecraft.world.item.component.TypedEntityData$1
UUIDLookup	net.minecraft.world.level.entity.UUIDLookup
UUIDUtil	net.minecraft.core.UUIDUtil
UUIDUtil$1	net.minecraft.core.UUIDUtil$1
UVPair	net.minecraft.client.model.geom.builders.UVPair
UnbakedGeometry	net.minecraft.client.resources.model.UnbakedGeometry
UnbakedModel	net.minecraft.client.resources.model.UnbakedModel
UnbakedModel$GuiLight	net.minecraft.client.resources.model.UnbakedModel$GuiLight
UnboundEntryAction	net.minecraft.commands.execution.UnboundEntryAction
UnboundProtocol	net.minecraft.network.protocol.UnboundProtocol
UnconfiguredPipelineHandler	net.minecraft.network.UnconfiguredPipelineHandler
UnconfiguredPipelineHandler$Inbound	net.minecraft.network.UnconfiguredPipelineHandler$Inbound
UnconfiguredPipelineHandler$InboundConfigurationTask	net.minecraft.network.UnconfiguredPipelineHandler$InboundConfigurationTask
UnconfiguredPipelineHandler$Outbound	net.minecraft.network.UnconfiguredPipelineHandler$Outbound
UnconfiguredPipelineHandler$OutboundConfigurationTask	net.minecraft.network.UnconfiguredPipelineHandler$OutboundConfigurationTask
UndeadHorseRenderer	net.minecraft.client.renderer.entity.UndeadHorseRenderer
UndeadHorseRenderer$Type	net.minecraft.client.renderer.entity.UndeadHorseRenderer$Type
UndeadRenderState	net.minecraft.client.renderer.entity.state.UndeadRenderState
UnderwaterAmbientSoundHandler	net.minecraft.client.resources.sounds.UnderwaterAmbientSoundHandler
UnderwaterAmbientSoundInstances	net.minecraft.client.resources.sounds.UnderwaterAmbientSoundInstances
UnderwaterAmbientSoundInstances$SubSound	net.minecraft.client.resources.sounds.UnderwaterAmbientSoundInstances$SubSound
UnderwaterAmbientSoundInstances$UnderwaterAmbientSoundInstance	net.minecraft.client.resources.sounds.UnderwaterAmbientSoundInstances$UnderwaterAmbientSoundInstance
UnderwaterMagmaConfiguration	net.minecraft.world.level.levelgen.feature.configurations.UnderwaterMagmaConfiguration
UnderwaterMagmaFeature	net.minecraft.world.level.levelgen.feature.UnderwaterMagmaFeature
UnflattenTextComponentFix	net.minecraft.util.datafix.fixes.UnflattenTextComponentFix
UniformFloat	net.minecraft.util.valueproviders.UniformFloat
UniformGenerator	net.minecraft.world.level.storage.loot.providers.number.UniformGenerator
UniformHeight	net.minecraft.world.level.levelgen.heightproviders.UniformHeight
UniformInt	net.minecraft.util.valueproviders.UniformInt
UniformValue	net.minecraft.client.renderer.UniformValue
UniformValue$FloatUniform	net.minecraft.client.renderer.UniformValue$FloatUniform
UniformValue$IVec3Uniform	net.minecraft.client.renderer.UniformValue$IVec3Uniform
UniformValue$IntUniform	net.minecraft.client.renderer.UniformValue$IntUniform
UniformValue$Matrix4x4Uniform	net.minecraft.client.renderer.UniformValue$Matrix4x4Uniform
UniformValue$Type	net.minecraft.client.renderer.UniformValue$Type
UniformValue$Vec2Uniform	net.minecraft.client.renderer.UniformValue$Vec2Uniform
UniformValue$Vec3Uniform	net.minecraft.client.renderer.UniformValue$Vec3Uniform
UniformValue$Vec4Uniform	net.minecraft.client.renderer.UniformValue$Vec4Uniform
UnihexProvider	net.minecraft.client.gui.font.providers.UnihexProvider
UnihexProvider$ByteContents	net.minecraft.client.gui.font.providers.UnihexProvider$ByteContents
UnihexProvider$Definition	net.minecraft.client.gui.font.providers.UnihexProvider$Definition
UnihexProvider$Dimensions	net.minecraft.client.gui.font.providers.UnihexProvider$Dimensions
UnihexProvider$Glyph	net.minecraft.client.gui.font.providers.UnihexProvider$Glyph
UnihexProvider$Glyph$1	net.minecraft.client.gui.font.providers.UnihexProvider$Glyph$1
UnihexProvider$Glyph$2	net.minecraft.client.gui.font.providers.UnihexProvider$Glyph$2
UnihexProvider$IntContents	net.minecraft.client.gui.font.providers.UnihexProvider$IntContents
UnihexProvider$LineData	net.minecraft.client.gui.font.providers.UnihexProvider$LineData
UnihexProvider$OverrideRange	net.minecraft.client.gui.font.providers.UnihexProvider$OverrideRange
UnihexProvider$ReaderOutput	net.minecraft.client.gui.font.providers.UnihexProvider$ReaderOutput
UnihexProvider$ShortContents	net.minecraft.client.gui.font.providers.UnihexProvider$ShortContents
UniquelyIdentifyable	net.minecraft.world.level.entity.UniquelyIdentifyable
Unit	net.minecraft.util.Unit
UnknownGameTestException	net.minecraft.gametest.framework.UnknownGameTestException
UnobstructedPredicate	net.minecraft.world.level.levelgen.blockpredicates.UnobstructedPredicate
UnquotedStringParseRule	net.minecraft.util.parsing.packrat.commands.UnquotedStringParseRule
Unstitcher	net.minecraft.client.renderer.texture.atlas.sources.Unstitcher
Unstitcher$Region	net.minecraft.client.renderer.texture.atlas.sources.Unstitcher$Region
Unstitcher$RegionInstance	net.minecraft.client.renderer.texture.atlas.sources.Unstitcher$RegionInstance
UnsupportedGraphicsWarningScreen	net.minecraft.client.gui.screens.options.UnsupportedGraphicsWarningScreen
UnsupportedGraphicsWarningScreen$ButtonOption	net.minecraft.client.gui.screens.options.UnsupportedGraphicsWarningScreen$ButtonOption
UntintedParticleLeavesBlock	net.minecraft.world.level.block.UntintedParticleLeavesBlock
UpdateActivityFromSchedule	net.minecraft.world.entity.ai.behavior.UpdateActivityFromSchedule
UpgradeData	net.minecraft.world.level.chunk.UpgradeData
UpgradeData$BlockFixer	net.minecraft.world.level.chunk.UpgradeData$BlockFixer
UpgradeData$BlockFixers	net.minecraft.world.level.chunk.UpgradeData$BlockFixers
UpgradeData$BlockFixers$1	net.minecraft.world.level.chunk.UpgradeData$BlockFixers$1
UpgradeData$BlockFixers$2	net.minecraft.world.level.chunk.UpgradeData$BlockFixers$2
UpgradeData$BlockFixers$3	net.minecraft.world.level.chunk.UpgradeData$BlockFixers$3
UpgradeData$BlockFixers$4	net.minecraft.world.level.chunk.UpgradeData$BlockFixers$4
UpgradeData$BlockFixers$5	net.minecraft.world.level.chunk.UpgradeData$BlockFixers$5
UpwardsBranchingTrunkPlacer	net.minecraft.world.level.levelgen.feature.trunkplacers.UpwardsBranchingTrunkPlacer
UseBonemeal	net.minecraft.world.entity.ai.behavior.UseBonemeal
UseCooldown	net.minecraft.world.item.component.UseCooldown
UseCycle	net.minecraft.client.renderer.item.properties.numeric.UseCycle
UseDuration	net.minecraft.client.renderer.item.properties.numeric.UseDuration
UseEffects	net.minecraft.world.item.component.UseEffects
UseItemGoal	net.minecraft.world.entity.ai.goal.UseItemGoal
UseOnContext	net.minecraft.world.item.context.UseOnContext
UseRemainder	net.minecraft.world.item.component.UseRemainder
UseRemainder$OnExtraCreatedRemainder	net.minecraft.world.item.component.UseRemainder$OnExtraCreatedRemainder
UsedEnderEyeTrigger	net.minecraft.advancements.criterion.UsedEnderEyeTrigger
UsedEnderEyeTrigger$TriggerInstance	net.minecraft.advancements.criterion.UsedEnderEyeTrigger$TriggerInstance
UsedTotemTrigger	net.minecraft.advancements.criterion.UsedTotemTrigger
UsedTotemTrigger$TriggerInstance	net.minecraft.advancements.criterion.UsedTotemTrigger$TriggerInstance
User	net.minecraft.client.User
UserBanList	net.minecraft.server.players.UserBanList
UserBanListEntry	net.minecraft.server.players.UserBanListEntry
UserNameToIdResolver	net.minecraft.server.players.UserNameToIdResolver
UserWhiteList	net.minecraft.server.players.UserWhiteList
UserWhiteListEntry	net.minecraft.server.players.UserWhiteListEntry
UsingItemTrigger	net.minecraft.advancements.criterion.UsingItemTrigger
UsingItemTrigger$TriggerInstance	net.minecraft.advancements.criterion.UsingItemTrigger$TriggerInstance
Utf8String	net.minecraft.network.Utf8String
Util	net.minecraft.util.Util
Util$1	net.minecraft.util.Util$1
Util$10	net.minecraft.util.Util$10
Util$11	net.minecraft.util.Util$11
Util$2	net.minecraft.util.Util$2
Util$3	net.minecraft.util.Util$3
Util$4	net.minecraft.util.Util$4
Util$5	net.minecraft.util.Util$5
Util$6	net.minecraft.util.Util$6
Util$7	net.minecraft.util.Util$7
Util$8	net.minecraft.util.Util$8
Util$9	net.minecraft.util.Util$9
Util$OS	net.minecraft.util.Util$OS
Util$OS$1	net.minecraft.util.Util$OS$1
Util$OS$2	net.minecraft.util.Util$OS$2
UuidArgument	net.minecraft.commands.arguments.UuidArgument
V100	net.minecraft.util.datafix.schemas.V100
V102	net.minecraft.util.datafix.schemas.V102
V1022	net.minecraft.util.datafix.schemas.V1022
V106	net.minecraft.util.datafix.schemas.V106
V107	net.minecraft.util.datafix.schemas.V107
V1125	net.minecraft.util.datafix.schemas.V1125
V135	net.minecraft.util.datafix.schemas.V135
V143	net.minecraft.util.datafix.schemas.V143
V1451	net.minecraft.util.datafix.schemas.V1451
V1451_1	net.minecraft.util.datafix.schemas.V1451_1
V1451_2	net.minecraft.util.datafix.schemas.V1451_2
V1451_3	net.minecraft.util.datafix.schemas.V1451_3
V1451_4	net.minecraft.util.datafix.schemas.V1451_4
V1451_5	net.minecraft.util.datafix.schemas.V1451_5
V1451_6	net.minecraft.util.datafix.schemas.V1451_6
V1451_6$1	net.minecraft.util.datafix.schemas.V1451_6$1
V1451_6$2	net.minecraft.util.datafix.schemas.V1451_6$2
V1458	net.minecraft.util.datafix.schemas.V1458
V1460	net.minecraft.util.datafix.schemas.V1460
V1466	net.minecraft.util.datafix.schemas.V1466
V1470	net.minecraft.util.datafix.schemas.V1470
V1481	net.minecraft.util.datafix.schemas.V1481
V1483	net.minecraft.util.datafix.schemas.V1483
V1486	net.minecraft.util.datafix.schemas.V1486
V1488	net.minecraft.util.datafix.schemas.V1488
V1510	net.minecraft.util.datafix.schemas.V1510
V1800	net.minecraft.util.datafix.schemas.V1800
V1801	net.minecraft.util.datafix.schemas.V1801
V1904	net.minecraft.util.datafix.schemas.V1904
V1906	net.minecraft.util.datafix.schemas.V1906
V1909	net.minecraft.util.datafix.schemas.V1909
V1920	net.minecraft.util.datafix.schemas.V1920
V1928	net.minecraft.util.datafix.schemas.V1928
V1929	net.minecraft.util.datafix.schemas.V1929
V1931	net.minecraft.util.datafix.schemas.V1931
V2100	net.minecraft.util.datafix.schemas.V2100
V2501	net.minecraft.util.datafix.schemas.V2501
V2502	net.minecraft.util.datafix.schemas.V2502
V2505	net.minecraft.util.datafix.schemas.V2505
V2509	net.minecraft.util.datafix.schemas.V2509
V2511_1	net.minecraft.util.datafix.schemas.V2511_1
V2519	net.minecraft.util.datafix.schemas.V2519
V2522	net.minecraft.util.datafix.schemas.V2522
V2551	net.minecraft.util.datafix.schemas.V2551
V2568	net.minecraft.util.datafix.schemas.V2568
V2571	net.minecraft.util.datafix.schemas.V2571
V2684	net.minecraft.util.datafix.schemas.V2684
V2686	net.minecraft.util.datafix.schemas.V2686
V2688	net.minecraft.util.datafix.schemas.V2688
V2704	net.minecraft.util.datafix.schemas.V2704
V2707	net.minecraft.util.datafix.schemas.V2707
V2831	net.minecraft.util.datafix.schemas.V2831
V2832	net.minecraft.util.datafix.schemas.V2832
V2842	net.minecraft.util.datafix.schemas.V2842
V3076	net.minecraft.util.datafix.schemas.V3076
V3078	net.minecraft.util.datafix.schemas.V3078
V3081	net.minecraft.util.datafix.schemas.V3081
V3082	net.minecraft.util.datafix.schemas.V3082
V3083	net.minecraft.util.datafix.schemas.V3083
V3202	net.minecraft.util.datafix.schemas.V3202
V3203	net.minecraft.util.datafix.schemas.V3203
V3204	net.minecraft.util.datafix.schemas.V3204
V3325	net.minecraft.util.datafix.schemas.V3325
V3326	net.minecraft.util.datafix.schemas.V3326
V3327	net.minecraft.util.datafix.schemas.V3327
V3328	net.minecraft.util.datafix.schemas.V3328
V3438	net.minecraft.util.datafix.schemas.V3438
V3439	net.minecraft.util.datafix.schemas.V3439
V3439_1	net.minecraft.util.datafix.schemas.V3439_1
V3448	net.minecraft.util.datafix.schemas.V3448
V3682	net.minecraft.util.datafix.schemas.V3682
V3683	net.minecraft.util.datafix.schemas.V3683
V3685	net.minecraft.util.datafix.schemas.V3685
V3689	net.minecraft.util.datafix.schemas.V3689
V3799	net.minecraft.util.datafix.schemas.V3799
V3807	net.minecraft.util.datafix.schemas.V3807
V3808	net.minecraft.util.datafix.schemas.V3808
V3808_1	net.minecraft.util.datafix.schemas.V3808_1
V3808_2	net.minecraft.util.datafix.schemas.V3808_2
V3813	net.minecraft.util.datafix.schemas.V3813
V3816	net.minecraft.util.datafix.schemas.V3816
V3818	net.minecraft.util.datafix.schemas.V3818
V3818_3	net.minecraft.util.datafix.schemas.V3818_3
V3818_4	net.minecraft.util.datafix.schemas.V3818_4
V3818_5	net.minecraft.util.datafix.schemas.V3818_5
V3825	net.minecraft.util.datafix.schemas.V3825
V3938	net.minecraft.util.datafix.schemas.V3938
V4059	net.minecraft.util.datafix.schemas.V4059
V4067	net.minecraft.util.datafix.schemas.V4067
V4070	net.minecraft.util.datafix.schemas.V4070
V4071	net.minecraft.util.datafix.schemas.V4071
V4290	net.minecraft.util.datafix.schemas.V4290
V4292	net.minecraft.util.datafix.schemas.V4292
V4300	net.minecraft.util.datafix.schemas.V4300
V4301	net.minecraft.util.datafix.schemas.V4301
V4302	net.minecraft.util.datafix.schemas.V4302
V4306	net.minecraft.util.datafix.schemas.V4306
V4307	net.minecraft.util.datafix.schemas.V4307
V4312	net.minecraft.util.datafix.schemas.V4312
V4420	net.minecraft.util.datafix.schemas.V4420
V4421	net.minecraft.util.datafix.schemas.V4421
V4531	net.minecraft.util.datafix.schemas.V4531
V4532	net.minecraft.util.datafix.schemas.V4532
V4533	net.minecraft.util.datafix.schemas.V4533
V4543	net.minecraft.util.datafix.schemas.V4543
V4648	net.minecraft.util.datafix.schemas.V4648
V4656	net.minecraft.util.datafix.schemas.V4656
V501	net.minecraft.util.datafix.schemas.V501
V700	net.minecraft.util.datafix.schemas.V700
V701	net.minecraft.util.datafix.schemas.V701
V702	net.minecraft.util.datafix.schemas.V702
V703	net.minecraft.util.datafix.schemas.V703
V704	net.minecraft.util.datafix.schemas.V704
V704$1	net.minecraft.util.datafix.schemas.V704$1
V705	net.minecraft.util.datafix.schemas.V705
V705$1	net.minecraft.util.datafix.schemas.V705$1
V808	net.minecraft.util.datafix.schemas.V808
V99	net.minecraft.util.datafix.schemas.V99
V99$1	net.minecraft.util.datafix.schemas.V99$1
ValidateNearbyPoi	net.minecraft.world.entity.ai.behavior.ValidateNearbyPoi
ValidatePlayDead	net.minecraft.world.entity.animal.axolotl.ValidatePlayDead
ValidationContext	net.minecraft.world.level.storage.loot.ValidationContext
ValidationContext$MissingReferenceProblem	net.minecraft.world.level.storage.loot.ValidationContext$MissingReferenceProblem
ValidationContext$ParametersNotProvidedProblem	net.minecraft.world.level.storage.loot.ValidationContext$ParametersNotProvidedProblem
ValidationContext$RecursiveReferenceProblem	net.minecraft.world.level.storage.loot.ValidationContext$RecursiveReferenceProblem
ValidationContext$ReferenceNotAllowedProblem	net.minecraft.world.level.storage.loot.ValidationContext$ReferenceNotAllowedProblem
ValueCheckCondition	net.minecraft.world.level.storage.loot.predicates.ValueCheckCondition
ValueInput	net.minecraft.world.level.storage.ValueInput
ValueInput$TypedInputList	net.minecraft.world.level.storage.ValueInput$TypedInputList
ValueInput$ValueInputList	net.minecraft.world.level.storage.ValueInput$ValueInputList
ValueInputContextHelper	net.minecraft.world.level.storage.ValueInputContextHelper
ValueInputContextHelper$1	net.minecraft.world.level.storage.ValueInputContextHelper$1
ValueInputContextHelper$2	net.minecraft.world.level.storage.ValueInputContextHelper$2
ValueInputContextHelper$3	net.minecraft.world.level.storage.ValueInputContextHelper$3
ValueOutput	net.minecraft.world.level.storage.ValueOutput
ValueOutput$TypedOutputList	net.minecraft.world.level.storage.ValueOutput$TypedOutputList
ValueOutput$ValueOutputList	net.minecraft.world.level.storage.ValueOutput$ValueOutputList
VanillaAdvancementProvider	net.minecraft.data.advancements.packs.VanillaAdvancementProvider
VanillaAdventureAdvancements	net.minecraft.data.advancements.packs.VanillaAdventureAdvancements
VanillaArchaeologyLoot	net.minecraft.data.loot.packs.VanillaArchaeologyLoot
VanillaBlockInteractLoot	net.minecraft.data.loot.packs.VanillaBlockInteractLoot
VanillaBlockLoot	net.minecraft.data.loot.packs.VanillaBlockLoot
VanillaBlockTagsProvider	net.minecraft.data.tags.VanillaBlockTagsProvider
VanillaBlockTagsProvider$1	net.minecraft.data.tags.VanillaBlockTagsProvider$1
VanillaChargedCreeperExplosionLoot	net.minecraft.data.loot.packs.VanillaChargedCreeperExplosionLoot
VanillaChargedCreeperExplosionLoot$Entry	net.minecraft.data.loot.packs.VanillaChargedCreeperExplosionLoot$Entry
VanillaChestLoot	net.minecraft.data.loot.packs.VanillaChestLoot
VanillaEnchantmentProviders	net.minecraft.world.item.enchantment.providers.VanillaEnchantmentProviders
VanillaEnchantmentTagsProvider	net.minecraft.data.tags.VanillaEnchantmentTagsProvider
VanillaEntityInteractLoot	net.minecraft.data.loot.packs.VanillaEntityInteractLoot
VanillaEntityLoot	net.minecraft.data.loot.packs.VanillaEntityLoot
VanillaEquipmentLoot	net.minecraft.data.loot.packs.VanillaEquipmentLoot
VanillaFishingLoot	net.minecraft.data.loot.packs.VanillaFishingLoot
VanillaGiftLoot	net.minecraft.data.loot.packs.VanillaGiftLoot
VanillaHusbandryAdvancements	net.minecraft.data.advancements.packs.VanillaHusbandryAdvancements
